HEIV epipolar distance from x' to Fx. F is computed by HEIV. 
Sigma: 0.1
0.37769
Sigma: 0.2
0.437616
Sigma: 0.3
0.507067
Sigma: 0.4
0.589341
Sigma: 0.5
0.672699
Sigma: 1
1.16885
Sigma: 2
2.2404
Sigma: 3
3.33482
Sigma: 4
4.44884
Sigma: 5
5.54339
Sigma: 6
6.62957
Sigma: 7
7.74457
Sigma: 8
8.85211
Sigma: 9
9.88336
